Cancer,Gene,Group,N_cases,Count_min,Count_Q1,Count_median,Count_Q3,Count_max,EnrlAge_coef,EnrlAge_se,EnrlAge_p,PrevalentCase_coef,PrevalentCase_se,PrevalentCase_p
breast,TP53,pLoF,19950,0,0,0,0,1,-2.12441821304792e-05,9.86634779924256e-06,0.0313152152714349,-0.000255812439175427,0.000145078579053089,0.0778705812548054
breast,SRSF2,missense,19950,0,0,0,0,1,1.22442523484486e-05,3.75498275896291e-05,0.744367157142334,0.000482542062309123,0.000552147130958639,0.382162833247951
breast,SRSF2,pLoF,19950,0,0,0,0,1,-1.33660920523315e-05,1.20849650353012e-05,0.268735534474863,-0.000126354294956432,0.000177701981614955,0.477064004152703
bone,PPM1D,missense,128,0,0,0,0,0,0,0,,0,0,
bone,PPM1D,pLoF,128,0,0,0,0,0,0,0,,0,0,
bone,TP53,missense,128,0,0,0,0,0,0,0,,0,0,
bone,TP53,pLoF,128,0,0,0,0,0,0,0,,0,0,
bone,SRSF2,missense,128,0,0,0,0,0,0,0,,0,0,
bone,SRSF2,pLoF,128,0,0,0,0,0,0,0,,0,0,
prostate,PPM1D,missense,14732,0,0,0,0,2,-8.56815579049192e-05,8.67735625554706e-05,0.323455224266552,-0.00125384232476573,0.00108559163801673,0.248115205578003
prostate,PPM1D,pLoF,14732,0,0,0,0,1,8.37812789673525e-06,2.15028764886323e-05,0.696817100997206,-3.64094360676407e-05,0.000269014458112669,0.892341914386482
prostate,TP53,missense,14732,0,0,0,0,1,-1.43702926801256e-05,6.90559242641083e-05,0.83515653633354,-0.00052831693793114,0.000863932881500741,0.540861217978415
prostate,TP53,pLoF,14732,0,0,0,0,1,-5.24543678470024e-06,2.15029438650372e-05,0.807280374966939,-7.22171757078499e-05,0.000269015301033712,0.788356664595194
prostate,SRSF2,missense,14732,0,0,0,0,1,4.08099433387253e-05,5.81902482821286e-05,0.483114860894808,-0.000547690081488403,0.000727996466767325,0.451867544245946
prostate,SRSF2,pLoF,14732,0,0,0,0,1,-1.34170696232913e-05,2.48271782417461e-05,0.588916534907368,0.000339758444300209,0.000310603555980095,0.274031958912633
cervix,PPM1D,missense,6262,0,0,0,0,2,-8.35776947719669e-05,0.000107330116965007,0.43618736123741,0.00227760675224593,0.0031739484903858,0.473034368915911
cervix,PPM1D,pLoF,6262,0,0,0,0,1,-7.36798925339217e-06,2.06941085855637e-05,0.721820480455927,-0.000200946638975172,0.000611962760894446,0.742647321331886
cervix,TP53,missense,6262,0,0,0,0,1,-1.91297308503293e-05,7.16242036056598e-05,0.789412726188389,0.000159812960983888,0.00211805911833102,0.939857061083598
cervix,TP53,pLoF,6262,0,0,0,0,0,0,0,,0,0,
cervix,SRSF2,missense,6262,0,0,0,0,1,-0.000131071243100519,6.20207103377314e-05,0.0346106016923807,0.000247346428618627,0.00183406620169133,0.892725065638889
cervix,SRSF2,pLoF,6262,0,0,0,0,0,0,0,,0,0,
endometrium,PPM1D,missense,2315,0,0,0,0,1,-0.000547447122670428,0.000213117379780163,0.0102685843222069,0.000294049209877609,0.00284170701381947,0.9175939656989
endometrium,PPM1D,pLoF,2315,0,0,0,0,1,2.49440816949016e-06,6.76061699999396e-05,0.970570985573374,-0.0010647231872795,0.000901460630120708,0.23768094178855
endometrium,TP53,missense,2315,0,0,0,0,1,-0.000193583991948234,0.000178572690718943,0.278450035860063,0.00271962943498459,0.00238108815065241,0.253497798821182
endometrium,TP53,pLoF,2315,0,0,0,0,0,0,0,,0,0,
endometrium,SRSF2,missense,2315,0,0,0,0,1,-0.000232547477821776,0.00017862812614213,0.193096493541126,-0.000981890926260843,0.00238182732655185,0.68019976223179
endometrium,SRSF2,pLoF,2315,0,0,0,0,0,0,0,,0,0,
esophagus,PPM1D,missense,1280,0,0,0,0,1,-8.8156524922026e-06,0.00022281836128305,0.968446673894941,-0.00128849238633508,0.00319883973511392,0.687162841995128
esophagus,PPM1D,pLoF,1280,0,0,0,0,1,0.000124431699417543,0.000128690549300248,0.333773969171632,0.00115037798097713,0.00184751579836067,0.5336177946112
esophagus,TP53,missense,1280,0,0,0,0,1,-3.53682951331287e-05,0.000287444613431574,0.902091727315286,0.000726896521028584,0.00412663142209065,0.860205858026557
esophagus,TP53,pLoF,1280,0,0,0,0,0,0,0,,0,0,
esophagus,SRSF2,missense,1280,0,0,0,0,1,-2.68339664830876e-06,0.000128737626765205,0.983373419412992,0.00101867010962762,0.00184819165498517,0.581612703280231
esophagus,SRSF2,pLoF,1280,0,0,0,0,0,0,0,,0,0,
eye,PPM1D,missense,531,0,0,0,0,1,-0.000397367340130826,0.000647730095283673,0.539825350004894,0.000745755907138081,0.00936959065360974,0.936590943158235
eye,PPM1D,pLoF,531,0,0,0,0,0,0,0,,0,0,
eye,TP53,missense,531,0,0,0,0,0,0,0,,0,0,
eye,TP53,pLoF,531,0,0,0,0,0,0,0,,0,0,
eye,SRSF2,missense,531,0,0,0,0,0,0,0,,0,0,
eye,SRSF2,pLoF,531,0,0,0,0,0,0,0,,0,0,
HL,PPM1D,missense,523,0,0,0,0,1,-0.000305864379227689,0.000474743204769537,0.519682298585491,0.0104357489511564,0.00883374359087649,0.238003445613627
HL,PPM1D,pLoF,523,0,0,0,0,0,0,0,,0,0,
HL,TP53,missense,523,0,0,0,0,1,9.70738618954354e-05,0.000238295658111104,0.683905874396247,-0.00295851261319171,0.00443406608335667,0.504925421522486
HL,TP53,pLoF,523,0,0,0,0,0,0,0,,0,0,
HL,SRSF2,missense,523,0,0,0,0,1,0.000422832819999372,0.000237611279565,0.0757393406369227,-0.00417031999581208,0.00442133156807634,0.346002741879685
HL,SRSF2,pLoF,523,0,0,0,0,0,0,0,,0,0,
kidney,PPM1D,missense,2076,0,0,0,0,1,0.000413906313496784,0.000233488636305213,0.0764245429855372,-0.00317771315736571,0.00323348858522201,0.3258448339427
kidney,PPM1D,pLoF,2076,0,0,0,0,0,0,0,,0,0,
kidney,TP53,missense,2076,0,0,0,0,1,0.000313163219039825,0.000195494270513831,0.109329009892855,-0.00328363651903458,0.00270732015992619,0.225316432574186
kidney,TP53,pLoF,2076,0,0,0,0,0,0,0,,0,0,
kidney,SRSF2,missense,2076,0,0,0,0,1,-8.04009715224779e-05,0.000128181108341074,0.53056766453723,0.00207902802246357,0.00177512772022095,0.24165335197486
kidney,SRSF2,pLoF,2076,0,0,0,0,1,-5.71475479753535e-05,7.40553190537973e-05,0.440387620193,0.000660157373146055,0.00102556181159246,0.519839149174542
liver,PPM1D,missense,716,0,0,0,0,1,0.000170914548851573,0.000380622044103912,0.65353920224612,-0.00542357078055656,0.00660782217228007,0.412045706018648
liver,PPM1D,pLoF,716,0,0,0,0,0,0,0,,0,0,
liver,TP53,missense,716,0,0,0,0,1,-0.000552871357560234,0.000219191365705465,0.0118748600104823,0.00157670204832967,0.00380529080939281,0.678746309572964
liver,TP53,pLoF,716,0,0,0,0,0,0,0,,0,0,
liver,SRSF2,missense,716,0,0,0,0,1,0.000313642644490692,0.000310882359398813,0.313374977192621,0.00337015467322758,0.00539710029733694,0.532539709569119
liver,SRSF2,pLoF,716,0,0,0,0,0,0,0,,0,0,
lung,PPM1D,missense,4782,0,0,0,0,1,-0.000215267492721103,0.000139164503634728,0.121964108422408,-0.00237777199913479,0.00197524520281142,0.228732026430566
lung,PPM1D,pLoF,4782,0,0,0,0,1,2.93103129269452e-05,5.08998623714404e-05,0.56474863969737,0.000550764687226907,0.00072245225145085,0.445886109308696
lung,TP53,missense,4782,0,0,0,0,1,1.85638921603019e-05,0.000107905314915535,0.863414373824435,-8.56285091556639e-05,0.0015315648033654,0.955416506888001
lung,TP53,pLoF,4782,0,0,0,0,0,0,0,,0,0,
lung,SRSF2,missense,4782,0,0,0,0,1,0.000118279236930814,0.000124545801651297,0.342320530392664,0.000776640903003175,0.00176775320442157,0.660436611718058
lung,SRSF2,pLoF,4782,0,0,0,0,1,-2.0330594449744e-05,3.59836232588426e-05,0.572103170369544,-0.000992604864489958,0.000510737130269657,0.0520174199473508
non_melanoma,PPM1D,missense,35991,0,0,0,0,2,0.000104455698161209,4.92556347108854e-05,0.0339551182887729,-0.000464882124677822,0.0006762618903641,0.491816774604509
non_melanoma,PPM1D,pLoF,35991,0,0,0,0,1,2.39064273968289e-05,1.69226138892572e-05,0.157755193596224,-3.028364908607e-06,0.000232341313350728,0.989600642396406
non_melanoma,TP53,missense,35991,0,0,0,0,1,-1.94931309383907e-05,3.40832391736249e-05,0.567374880133599,-0.00118418419288102,0.00046795043630193,0.0113917630430715
non_melanoma,TP53,pLoF,35991,0,0,0,0,1,5.94278944530842e-06,7.3290434113692e-06,0.417454467939406,-0.000104508259397212,0.000100625091545876,0.299002225640119
non_melanoma,SRSF2,missense,35991,0,0,0,0,1,3.51580204224193e-05,3.24770557613667e-05,0.279015686762895,0.000306315785013451,0.000445898124175189,0.492110086965995
non_melanoma,SRSF2,pLoF,35991,0,0,0,0,1,1.16373062628165e-05,1.1194779371077e-05,0.298565410705616,-4.52496224028723e-05,0.00015370023560006,0.768452607617081
melanoma,PPM1D,missense,6932,0,0,0,0,2,-0.000116285571884335,9.08344445595558e-05,0.200520309485721,-0.000603181131019662,0.00135834209900423,0.657015340200699
melanoma,PPM1D,pLoF,6932,0,0,0,0,1,5.65069792271656e-06,3.35835155568413e-05,0.866385159997057,0.000212627295625336,0.00050220930214982,0.672028384430349
melanoma,TP53,missense,6932,0,0,0,0,1,4.76719358152886e-05,4.74774467192539e-05,0.315367188219533,-0.000719930546182979,0.000709979732299783,0.310610699914203
melanoma,TP53,pLoF,6932,0,0,0,0,0,0,0,,0,0,
melanoma,SRSF2,missense,6932,0,0,0,0,1,7.29267925885872e-05,5.81374030745136e-05,0.209743750557689,8.50236196440531e-05,0.000869389167356142,0.922096348218925
melanoma,SRSF2,pLoF,6932,0,0,0,0,1,1.8449642700036e-06,1.93908344374053e-05,0.924201451132324,-0.000317203883379512,0.000289971352594986,0.274030480850966
myeloma,PPM1D,missense,1168,0,0,0,0,1,5.51093087652393e-05,0.000251331912348649,0.826478881889703,0.0047038694082661,0.00390081398325202,0.228112973883225
myeloma,PPM1D,pLoF,1168,0,0,0,0,0,0,0,,0,0,
myeloma,TP53,missense,1168,0,0,0,0,1,-0.000461559696820042,0.000216677433535148,0.0333666669741362,-0.0103357409781794,0.00336295679562003,0.00216545672084185
myeloma,TP53,pLoF,1168,0,0,0,0,0,0,0,,0,0,
myeloma,SRSF2,missense,1168,0,0,0,0,1,7.07797439348469e-05,0.000251481670105731,0.778414559916192,0.000293858570643033,0.00390313830867281,0.939998679494423
myeloma,SRSF2,pLoF,1168,0,0,0,0,1,0.000157029365014727,0.000125803963516301,0.212206126272604,0.0013410255551489,0.00195254894393259,0.49234062913741
ovary,PPM1D,missense,1706,0,0,0,0,1,0.000218054983483562,0.000202533863694037,0.281795991134108,-0.00182918087972136,0.00310957578480171,0.556448344282964
ovary,PPM1D,pLoF,1706,0,0,0,0,0,0,0,,0,0,
ovary,TP53,missense,1706,0,0,0,0,1,-4.55025172942906e-05,0.000153270615188094,0.76659663556558,0.00193083266361946,0.00235321928302595,0.412042027081395
ovary,TP53,pLoF,1706,0,0,0,0,0,0,0,,0,0,
ovary,SRSF2,missense,1706,0,0,0,0,1,1.46122744542171e-05,7.67005502978786e-05,0.848931677004814,0.00108291021195598,0.00117761133638152,0.357921456898575
ovary,SRSF2,pLoF,1706,0,0,0,0,1,9.48500892087346e-05,7.66669226876969e-05,0.21619418875819,0.00111214498530008,0.00117709503949954,0.344883915894759
pancreas,PPM1D,missense,1481,0,0,0,0,1,0.000483370914375676,0.000213148741837813,0.0234874512878876,0.00357791949795681,0.0036113045821439,0.321967201868581
pancreas,PPM1D,pLoF,1481,0,0,0,0,1,1.5214567275117e-05,0.000106889113025985,0.886831067759919,0.000821536669296245,0.0018109848565081,0.650153960301383
pancreas,TP53,missense,1481,0,0,0,0,1,0.000131832169416284,0.000151064792289024,0.382975856506203,0.00171309881557773,0.00255943793939481,0.503391969299519
pancreas,TP53,pLoF,1481,0,0,0,0,0,0,0,,0,0,
pancreas,SRSF2,missense,1481,0,0,0,0,1,9.82029351667281e-05,0.000238689233189332,0.6808199081388,-0.000720322434785512,0.00404402819408119,0.858653119003454
pancreas,SRSF2,pLoF,1481,0,0,0,0,1,8.80461834992853e-05,0.00010669283139205,0.40937388511783,-0.00397145637347787,0.00180765932543573,0.0281740602523878
stomach,PPM1D,missense,921,0,0,0,0,1,3.87735311572959e-06,0.000233804104969715,0.986772277231991,0.00296827385093254,0.00348578197463713,0.394692950008908
stomach,PPM1D,pLoF,921,0,0,0,0,0,0,0,,0,0,
stomach,TP53,missense,921,0,0,0,0,1,-5.76965420246345e-05,0.000165222123171178,0.727014812847314,-0.0041440687558637,0.00246329421305913,0.0928453309675896
stomach,TP53,pLoF,921,0,0,0,0,0,0,0,,0,0,
stomach,SRSF2,missense,921,0,0,0,0,1,0.000298497993241522,0.000286128104414885,0.297115501136317,-0.000693219026926599,0.00426587971556654,0.87094538508466
stomach,SRSF2,pLoF,921,0,0,0,0,0,0,0,,0,0,
testis,PPM1D,missense,746,0,0,0,0,1,-0.000126643157706076,0.000285445482134781,0.657411469703023,-0.00496205360151025,0.00717911493072971,0.489668936758589
testis,PPM1D,pLoF,746,0,0,0,0,0,0,0,,0,0,
testis,TP53,missense,746,0,0,0,0,1,-0.000111465761944864,0.000233238698494272,0.632858934255414,-0.00339105816134879,0.00586608486587837,0.563386207622814
testis,TP53,pLoF,746,0,0,0,0,0,0,0,,0,0,
testis,SRSF2,missense,746,0,0,0,0,0,0,0,,0,0,
testis,SRSF2,pLoF,746,0,0,0,0,1,5.07561789000187e-05,0.000233267111748176,0.827809692000264,-0.00289292359929709,0.00586679947524549,0.622087055923968
thyroid,PPM1D,missense,880,0,0,0,0,1,-0.000154056372837484,0.000148888573715957,0.30108997816982,0.00226905357546699,0.00229378523279943,0.322829346769795
thyroid,PPM1D,pLoF,880,0,0,0,0,1,0.000138650735553736,0.000148905839917181,0.352042422464699,0.00271975654398447,0.00229405123680771,0.236113588880052
thyroid,TP53,missense,880,0,0,0,0,0,0,0,,0,0,
thyroid,TP53,pLoF,880,0,0,0,0,0,0,0,,0,0,
thyroid,SRSF2,missense,880,0,0,0,0,1,-0.000327124775387303,0.000257660793895392,0.204565826882188,-0.0021554369115317,0.00396953580357448,0.587271421446833
thyroid,SRSF2,pLoF,880,0,0,0,0,0,0,0,,0,0,
