Cancer,Gene,Group,N_cases,Count_min,Count_Q1,Count_median,Count_Q3,Count_max,EnrlAge_coef,EnrlAge_se,EnrlAge_p,PrevalentCase_coef,PrevalentCase_se,PrevalentCase_p
cervix,ASXL1,missense,2003,0,0,0,0,2,-0.000470182931069508,0.000392627044285506,0.231241684935646,0.006146432975046,0.0157474493565838,0.696346734607488
endometrium,ASXL1,pLoF,1186,0,0,0,0,1,0.000421099137206316,0.000170399311470372,0.0136042253890596,-0.00254489344213035,0.00486679695097257,0.601135283041772
endometrium,ASXL1,missense,1186,0,0,0,0,2,0.000626500783829065,0.000545282161735819,0.250809718910199,-0.0156337549114514,0.0155738749133211,0.31565865961938
esophagus,ASXL1,pLoF,389,0,0,0,0,1,0.000736135195393017,0.000338907916417377,0.0304577441358069,-0.012907341109051,0.00952770741688768,0.176300313089757
esophagus,ASXL1,missense,389,0,0,0,0,2,-0.000269700500452613,0.00110604292300191,0.807482190179582,-0.0441391742060875,0.0310941493261062,0.15655071128742
eye,ASXL1,pLoF,277,0,0,0,0,1,0.000717798084329401,0.000465398941583873,0.124147869866862,0.01150759169172,0.0217173998574736,0.596625002222136
eye,ASXL1,missense,277,0,0,0,0,1,0.000249716577124686,0.000984729145957064,0.800003194309506,-0.0764873788914602,0.0459514509020516,0.0971504641345917
HL,ASXL1,pLoF,597,0,0,0,0,1,0.000382799649724522,0.000213247774937447,0.0731470794399234,-0.0129970447801342,0.0112853877349135,0.249919948553119
HL,ASXL1,missense,597,0,0,0,0,1,0.000122154195208426,0.000563829787616403,0.828554849996138,0.0151882963565207,0.0298387065075428,0.610931970080757
kidney,ASXL1,pLoF,1957,0,0,0,0,2,0.000606957807501168,0.00018889205130583,0.00133378622362908,-0.00739139965871177,0.00653035751124182,0.257835449496946
kidney,ASXL1,missense,1957,0,0,0,0,2,-0.000185569709921245,0.000438402233887485,0.672132887746724,0.0173642144253477,0.015156399124371,0.252072486378132
liver,ASXL1,pLoF,1098,0,0,0,0,1,0.000380501634253041,0.000234422719682213,0.104846636698433,0.00405194254083135,0.00604335892383304,0.502694155753959
liver,ASXL1,missense,1098,0,0,0,0,2,-0.000561334298457885,0.00063387559511068,0.37604958602584,-0.0220199666407119,0.0163411538758066,0.178092840829623
lung,ASXL1,pLoF,2949,0,0,0,0,1,0.000372529026311998,0.000164586535649158,0.0236820599201277,-0.00363834767939419,0.00435369720383851,0.403396258191687
lung,ASXL1,missense,2949,0,0,0,0,2,5.68989544550861e-05,0.000388231963630689,0.883490010841678,0.000462386771228203,0.0102696396630079,0.964090724986786
non_melanoma,ASXL1,pLoF,15172,0,0,0,0,1,0.000509932726171721,7.56658886981635e-05,1.64923909351617e-11,-0.000529035901465892,0.00223001491826396,0.812478275933823
non_melanoma,ASXL1,missense,15172,0,0,0,0,2,2.86324055495526e-05,0.000147699581928464,0.84629146917078,-0.00105811642106925,0.00435298225909583,0.807947868956173
melanoma,ASXL1,pLoF,3582,0,0,0,0,2,0.000350669773397967,0.000121193311852899,0.00383306722987895,-0.00100384468811874,0.00459327202670392,0.82701559534788
melanoma,ASXL1,missense,3582,0,0,0,0,2,-8.66334161147715e-05,0.000255090890518833,0.734164272375017,0.000663776223770369,0.00966804053601012,0.94526668228322
myeloma,ASXL1,pLoF,1265,0,0,0,0,1,0.000464329593552365,0.000246230680444156,0.0595581055820016,-0.0049131774811873,0.00793468882848717,0.535894864845334
myeloma,ASXL1,missense,1265,0,0,0,0,2,-0.000595637665788053,0.000571163604301266,0.297217737401658,0.00832907030204781,0.0184055271346073,0.650964323074971
ovary,ASXL1,pLoF,1237,0,0,0,0,1,0.000351785195578704,0.000163737196902145,0.0318702074692072,0.00557218297326614,0.00671510608617294,0.406813380201565
ovary,ASXL1,missense,1237,0,0,0,0,1,-0.000587594145298967,0.000422160998045837,0.164211921262164,0.00513335794918668,0.0173134507061132,0.766901696312138
pancreas,ASXL1,pLoF,932,0,0,0,0,1,6.74860804082562e-05,0.000196439707898467,0.731265457172558,0.000909670810378937,0.00568882739672414,0.872990826813282
pancreas,ASXL1,missense,932,0,0,0,0,2,0.000765562232901404,0.000553052626581717,0.16661481722072,-0.0151044042658396,0.0160162167190479,0.34589057643142
stomach,ASXL1,pLoF,509,0,0,0,0,1,0.000583262881458034,0.000349311212539585,0.0955870300105997,0.0102168949682665,0.0114943321822115,0.37449867470856
stomach,ASXL1,missense,509,0,0,0,0,1,0.00150400768279823,0.000792409357498808,0.0582624516094785,0.0330180335054314,0.0260747896214523,0.205994815918158
testis,ASXL1,pLoF,304,0,0,0,0,1,0.000206526097267872,0.000195451681209852,0.291513819948586,0.00250559701896106,0.011822845776194,0.832306309681555
testis,ASXL1,missense,304,0,0,0,0,1,-0.000134267090548858,0.000716803628994941,0.851540934768569,0.00901067570274975,0.0433593546239406,0.835514830127447
thyroid,ASXL1,pLoF,2586,0,0,0,0,1,0.000142873465928864,8.52148682837603e-05,0.0937366415828115,-0.00351822621191335,0.00372383905238894,0.344857162952432
thyroid,ASXL1,missense,2586,0,0,0,0,2,-0.000219061991563668,0.000285715911382893,0.443322472754494,0.00985034452811133,0.0124856153641357,0.430222142198041
