Gene	Group	Cancer	N_case_meta	N_ctrl_meta	N_total_meta	Carrier_log_OR	Carrier_log_OR_SE	Carrier_OR	Carrier_OR_CI_LB	Carrier_OR_CI_UP	Carrier_P	I2	Carrier_UKB_OR	Carrier_UKB_CI_LB	Carrier_UKB_CI_UP	Carrier_UKB_P	Carrier_AoU_OR	Carrier_AoU_CI_LB	Carrier_AoU_CI_UP	Carrier_AoU_P
ATM	pLoF	bladder	5067	565851	570918	0.545652973858209	0.241240906435335	1.72573487431064	1.07554712505599	2.76897291344342	0.0237061012294654	0	1.87182450634178	1.03465042537801	3.38638722471077	0.0382115323495334	1.49724085126941	0.683755953232328	3.27855305114725	0.312817854983577
FAM111A	pLoF	bladder	5067	565851	570918	0.1817602286029	0.112644736993585	1.19932659518897	0.961732052370991	1.49561853364611	0.10662061215429	62.5245609960757	1.0367545091691	0.782321954276831	1.37393550878429	0.801628433442188	1.51316722191809	1.06024468430786	2.15957229060009	0.0224715139053543
HAL	pLoF	bladder	5067	565851	570918	0.0466622331355905	0.271188070592367	1.04776804797666	0.615785482827374	1.78279273054669	0.863385681032265	0	1.37562172890325	0.628465767279254	3.01103932712682	0.424939370591518	0.83062183454563	0.402876943870285	1.71251455939878	0.615169265187028
BRCA2	pLoF	bladder	5067	565851	570918	0.405153182523031	0.235934211240004	1.49953218458789	0.94433965433605	2.38113136760722	0.0859372514294665	77.4795326128225	0.765926096427849	0.352030579955474	1.66645404857556	0.50136117776501	2.16640706464834	1.21871510906488	3.85103912706834	0.00844198256878421
OCA2	pLoF	bladder	5067	565851	570918	0.891334303446591	0.344341826965325	2.43838102185158	1.24164451684759	4.78857026069063	0.00963904893438893	9.99246506989415	1.55833737029467	0.533610759252494	4.55091153532725	0.417192658134342	3.27256016362914	1.37267514507619	7.80202807852109	0.00748293965379122
PALB2	pLoF	bladder	5067	565851	570918	0.692682218186223	0.364021821671614	1.99907029140906	0.979427127637359	4.08022395666579	0.0570589394307157	0	1.82527912071013	0.706995025044698	4.71240072487034	0.213699499679312	2.25066519294291	0.762155493812798	6.64627343350089	0.142009372103272
PRDM7	pLoF	bladder	5067	565851	570918	0.161918840392773	0.246991217895812	1.17576481283818	0.724571342158817	1.90791826100872	0.512103940261175	0	1.55691875417507	0.605509508338095	4.00323359703311	0.358208958732194	1.06379676206139	0.605346468174635	1.86944768073848	0.829772845289203
BRCA1	pLoF	bladder	5067	565851	570918	0.677056583659708	0.249567511676624	1.96807633041857	1.20672882595145	3.20977203747486	0.00666932941682096	0	1.99931668468118	1.00248841569658	3.98734503367509	0.0491808654560944	1.93706947632726	0.968488330619647	3.8743245917254	0.0615626268028617
HOXB13	pLoF	bladder	5067	565851	570918	0.936804354174953	0.608374867190042	2.55181368194477	0.774460613423235	8.40811392406077	0.123597596214557	0	2.37769121965305	0.44300760866468	12.761441170403	0.31235781127693	2.74147825379744	0.504662497429902	14.8925332362114	0.242821364959588
TP53	pLoF	bladder	5067	565851	570918	2.41657455071025	0.624910833701608	11.2074030965947	3.2929104965279	38.1443359307825	0.000110150374823461	0	15.3633102597995	3.15953029315569	74.7045542339509	0.000710128237778858	6.98649609030646	1.00806220232265	48.4207497388583	0.0490572842375857
PLEKHA4	pLoF	bladder	5067	565851	570918	0.986253479240931	0.26884195629628	2.68117057061123	1.58301764495727	4.54112160506321	0.000243953695322031	62.1596944644364	3.41944815453495	1.87096402818616	6.24951923468465	6.44011797269871e-05	1.22258027697823	0.413714720124074	3.6128821648113	0.716221880131774
ASXL1	pLoF	bladder	5067	565851	570918	0.404692918653596	0.165245618826469	1.49884216291048	1.08417297047913	2.07211200656049	0.0143238049538544	0	1.64903860354763	0.98748532482464	2.75379111732442	0.0558981649325668	1.40679361224784	0.926416060003752	2.13626290918718	0.109296493977217
SAMHD1	pLoF	bladder	5067	565851	570918	0.614281255132258	0.593601096135573	1.84832764601679	0.577437241928346	5.91634006081979	0.300744349737594	0	1.55186185135038	0.301102221645399	7.99819806216113	0.599395690000951	2.20672677454044	0.423381154424754	11.5017945569401	0.347404460425022
RTEL1	pLoF	bladder	5067	565851	570918	0.237257000083224	0.127361679873424	1.26776689210826	0.987708855351803	1.62723345449136	0.0624819424724322	0	1.1880830330721	0.860666360608522	1.64005630762169	0.294755503366112	1.39715915973926	0.941746849434306	2.07280090059859	0.096563531606286
CHEK2	pLoF	bladder	5067	565851	570918	0.70084351073164	0.142131026841028	2.01545204609452	1.52542310432502	2.66289853522574	8.18232398099908e-07	0	1.90967833762821	1.35417573550497	2.69305619469435	0.000225381323901832	2.23444930176253	1.38889147447795	3.59478315901083	0.000919502504741081
FLG	pLoF	bone	780	565851	566631	-0.0316643634067695	0.122982205260163	0.968831702887096	0.761317300140659	1.23290889139875	0.796815123955173	61.1858336482035	0.595491292877918	0.313582402131499	1.13083475821042	0.11314921041528	1.04958847006053	0.809196410787824	1.36139501089911	0.715347186855696
IFIH1	pLoF	bone	780	565851	566631	0.211763474810964	0.159527929835771	1.23585553954121	0.90401843852874	1.68949973752792	0.184363756303091	0	1.30291699359264	0.569757382299383	2.97950100328929	0.530663810690638	1.22501625790717	0.873913910937275	1.71717695914396	0.238867753707282
DNMT3A	pLoF	bone	780	565851	566631	1.0376693610332	0.31716880362472	2.82263080894714	1.51593123835986	5.25567682887626	0.00106917030130503	61.0035627672475	9.10690541242269	1.90862511580897	43.4531252386151	0.00559369031525951	2.26470736265826	1.15014183733052	4.45936255165078	0.0180492083627835
MICA	pLoF	bone	780	565851	566631	0.0981219429972993	0.0729974904665963	1.10309729189735	0.956044796008513	1.27276843142863	0.178889406788493	0	1.20082385470323	0.848717044988662	1.69900903786324	0.301326338833913	1.08408813013696	0.926537733827977	1.26842872232342	0.313607641723197
HLA-DPB1	pLoF	bone	780	565851	566631	-0.0289664110320395	0.0728630195977884	0.971449093891097	0.84216838272595	1.1205756014815	0.690964780707642	81.8073404308991	0.647490886020489	0.448143185772263	0.935514498021732	0.0206108809634315	1.04390334912474	0.894056261480012	1.21886535474838	0.586801695589904
FAM111A	pLoF	bone	780	565851	566631	0.247686514729193	0.289484559996411	1.28105827634004	0.72637214654505	2.25932439065176	0.392212331930245	0	0.830770336553186	0.173172820251236	3.98549466997992	0.816740934551878	1.36742612086354	0.744019836965931	2.51317787929562	0.313576562427916
BRCA2	pLoF	bone	780	565851	566631	1.12932706633002	0.350559683442302	3.09357402939599	1.55619340196043	6.14974993679913	0.00127522673304831	0	4.29254390964225	0.922988200353638	19.9633464535592	0.0632012381222848	2.85058896066099	1.32236695894054	6.14493380048802	0.00751835641585516
PALB2	pLoF	bone	780	565851	566631	1.87589043536609	0.495703019527068	6.52662807415585	2.4702771975339	17.2437627894085	0.000154139929817163	45.253228245609	15.2416362475746	3.17918723828952	73.0713412237927	0.000658575191891093	3.84469433946563	1.11470944062493	13.2605628204172	0.0330173355967937
RTEL1	pLoF	bone	780	565851	566631	-0.0845651359285219	0.37608659192828	0.918911799254187	0.439691774001827	1.92043368726989	0.822091694321047	0	1.19717876218595	0.251332857901942	5.70254522466082	0.821222952049325	0.85173094450238	0.369091109256859	1.96549194393643	0.706807892313588
CHEK2	pLoF	bone	780	565851	566631	0.567699548440946	0.406942008179954	1.76420391405567	0.794619312362709	3.91686358731318	0.163004393211703	0	2.1111428579177	0.440405024073918	10.1200574991371	0.350075521525392	1.65691284547836	0.656005803287933	4.18496324842146	0.285447869580863
FLG	pLoF	breast	30186	322313	352499	0.0353968770843011	0.0194173009687255	1.03603080410185	0.997343202059824	1.07621912379922	0.0683101193771468	28.5970281774244	1.02055818565795	0.975172526056525	1.06805614645984	0.380612428825889	1.07303253152105	1.00101921869265	1.15022648137188	0.0467338152614152
IFIH1	pLoF	breast	30186	322313	352499	0.0223873671197601	0.0320310334274271	1.02263984480634	0.960412590781937	1.0888989401254	0.484597398946553	0	1.04401900575076	0.963712230112628	1.13101779795969	0.291492319745962	0.989364623683399	0.894135311411674	1.09473627325017	0.83595593335718
DNMT3A	pLoF	breast	30186	322313	352499	0.245443720959731	0.094217186964899	1.2781883463531	1.0626666194035	1.53742050321477	0.00918516393824976	0	1.36888370968574	0.983453968808193	1.90536890395981	0.0627337137740416	1.23909157330949	0.991806970159827	1.54803099115059	0.0590890746580276
MSH6	pLoF	breast	30186	322313	352499	0.185352882099083	0.118700705401446	1.20364310930117	0.953804814499601	1.51892369648842	0.118402386557687	54.1880013224164	1.3990456896644	1.02970461589522	1.90086439504483	0.0317823610815235	0.981091365313991	0.686317234451227	1.40247136277047	0.916606956869542
MLH1	pLoF	breast	30186	322313	352499	0.685185452634495	0.295842277177766	1.98413976536602	1.11109414302282	3.54318365660386	0.0205555487022264	82.0705196619	1.08014768486639	0.50077443566365	2.32982943623315	0.844157898619731	4.42799557379344	1.83076489734132	10.7098103257323	0.00096016396873741
TET2	pLoF	breast	30186	322313	352499	0.169818909266162	0.101529489589238	1.1850902230292	0.971246254481444	1.44601724870408	0.0944047378839436	41.6487074482169	1.39664400034336	1.01788628173519	1.91633829701476	0.0384708771114021	1.06424601820457	0.823890866039634	1.3747204077024	0.633540174532502
MICA	pLoF	breast	30186	322313	352499	0.0020500671272994	0.0129714430072107	1.00205216995164	0.976897550259167	1.02785450842661	0.874421617806472	0	1.00701319671458	0.975842452479862	1.03917960914725	0.663095010168557	0.992749808363225	0.950767736371624	1.03658563948156	0.741348392193538
HLA-DPB1	pLoF	breast	30186	322313	352499	-0.00451102060240223	0.0126178693279716	0.995499138768917	0.971181808263877	1.02042534863914	0.720709677122849	0	0.992344135031103	0.962555014417031	1.02305516836047	0.621150126684689	1.00160844102541	0.960111331719446	1.0448991028329	0.940657257644848
POT1	pLoF	breast	30186	322313	352499	-0.694855841827177	0.466903537748178	0.499146398831687	0.19989361877568	1.24639860438083	0.136692512463984	14.1461439367251	0.30632814672655	0.0856648101728056	1.09539650280707	0.068787775245285	0.839633909925378	0.225400669733298	3.12769746217144	0.794477685877474
CPVL	pLoF	breast	30186	322313	352499	0.00973765158081599	0.138933228935651	1.0097852167757	0.769075239631861	1.32583410760545	0.944123048200798	59.7651975776549	0.843778293443204	0.593326111183606	1.1999502382689	0.344437561142622	1.31897050335155	0.858473593332015	2.02648421829631	0.206403009175663
CDKN2A	pLoF	breast	30186	322313	352499	0.261284786195857	0.344021405627551	1.29859743540208	0.661672354234836	2.54862589987301	0.44755259522106	0	1.49678015495105	0.683141267190793	3.27948396598561	0.313552095776656	0.868664932029522	0.232112903596326	3.25091260523009	0.834368789378313
JAK2	pLoF	breast	30186	322313	352499	0.149455835604059	0.314035188695993	1.16120218588642	0.627481039657269	2.14889443869712	0.634130899809929	3.40327950728539	1.37333255558645	0.685259484867984	2.75230383508952	0.37111216085062	0.631903364197006	0.168147312629368	2.37471450146598	0.496786195749385
ATM	pLoF	breast	30186	322313	352499	0.889693164649496	0.0909485449425216	2.43438258204929	2.03691680017172	2.90940629253258	1.34022224079958e-22	42.5277535195918	2.6701191401169	2.13207752418511	3.34393854892474	1.18659008336997e-17	2.08335932967363	1.5556780482428	2.79002850328884	8.41654847778578e-07
FAM111A	pLoF	breast	30186	322313	352499	0.15122385000826	0.0498981061976732	1.16325702403371	1.05487825162352	1.28277069119698	0.00244025439474163	0	1.12384353779678	0.997499485942556	1.26619042440321	0.0550074343550552	1.24857407604363	1.05243871166212	1.48126176478834	0.0108919650791219
HAL	pLoF	breast	30186	322313	352499	-0.163747662336301	0.120038889311507	0.84895621848289	0.670977575473802	1.07414418491085	0.172529243678098	0	0.774111170630822	0.519014246414178	1.154588932068	0.209388304267111	0.891500492523644	0.6664117180555	1.19261577585842	0.439199543871131
BRCA2	pLoF	breast	30186	322313	352499	1.5122351935166	0.0671633879955862	4.53686023004436	3.97727683166245	5.17517427580082	2.90862088588754e-112	58.2109238034779	4.10359963503119	3.41723657767685	4.92782094006387	1.22000789306817e-51	5.05198659322504	4.18003432184546	6.10582750594678	5.08005695394676e-63
OCA2	pLoF	breast	30186	322313	352499	0.256003397521964	0.191675839728365	1.29175711670542	0.887209313780336	1.88076976046292	0.181678094929625	0	1.34149551340731	0.820671998797271	2.19284953687874	0.241305236328067	1.22491354656942	0.683934507208139	2.19379660004881	0.49505039994662
IDH2	pLoF	breast	30186	322313	352499	0.37776470038129	0.567599299529448	1.45901959572809	0.479644783053554	4.43815560166506	0.505699916013125	67.5050025449427	0.476487784824581	0.0893769814125819	2.54025819062932	0.385302534643175	3.53852487672401	0.798216813955588	15.6864126190799	0.0962482400941309
PALB2	pLoF	breast	30186	322313	352499	1.35722497322255	0.12896392083877	3.88539624903666	3.017595532798	5.00275926576231	6.69209637839792e-26	0	3.7994814276989	2.70601994280781	5.33479406084856	1.26918035084228e-14	3.99513342345028	2.73546449389837	5.83487415273411	7.66362891507e-13
PRDM7	pLoF	breast	30186	322313	352499	0.264817328428201	0.0904225739870748	1.303192897739	1.09154305290132	1.55588157902088	0.00340422300261951	0	1.42915979305557	0.990275677648187	2.06255466047332	0.0564226355845572	1.26709763663992	1.03491406392728	1.55137172905525	0.0218899065849751
NF1	pLoF	breast	30186	322313	352499	1.11984533873661	0.197944552793375	3.06438022572373	2.07898780763594	4.51682599258947	1.53711228081486e-08	13.2665280304763	2.3590783244062	1.27514589140718	4.36440298963882	0.00625098369411989	3.64206370127096	2.20925542110187	6.00411698774954	4.02503927237027e-07
BRCA1	pLoF	breast	30186	322313	352499	1.55957001769969	0.0856199157556136	4.75677547608588	4.02191463439384	5.62590581520441	3.92145215098931e-74	83.5129178665236	3.67694158644375	2.82136087085303	4.79197807334437	5.67094756258743e-22	5.6533722966659	4.55101302818231	7.02274815009145	3.17403116944953e-55
HOXB13	pLoF	breast	30186	322313	352499	-0.0830683573054438	0.387149748624746	0.920288236645862	0.430904874853854	1.96546961506526	0.83010734732885	0	0.858802560441485	0.280968023303343	2.62500276419204	0.789455573527227	0.976410023588059	0.347272849059869	2.74532413560173	0.963899245318166
PPM1D	pLoF	breast	30186	322313	352499	0.857386573541337	0.183386536044333	2.35699281018833	1.64535401482602	3.37642541192992	2.93528101085086e-06	1.5865429735215	1.42847233958824	0.505952571785877	4.0330523822938	0.500692749770485	2.52344633417688	1.72028061891332	3.70159457210718	2.18960102904571e-06
TP53	pLoF	breast	30186	322313	352499	1.87745027890599	0.412260421502687	6.53681653693282	2.91373190316753	14.6650316012488	5.26254465898321e-06	0	4.88059788795776	0.896718086978155	26.5637953442083	0.0666754252196056	7.12399436721995	2.84105597300042	17.863532512731	2.83684762367388e-05
SRSF2	pLoF	breast	30186	322313	352499	0.217472220102659	0.387665898616992	1.24293090053531	0.58138680913502	2.65722785455687	0.574812219003457	0	0.876325953073265	0.28513227120595	2.69330150803969	0.81773996649445	1.66985688944239	0.594950390193107	4.68681435827471	0.330169573964385
PLEKHA4	pLoF	breast	30186	322313	352499	0.247462975641357	0.163020345276516	1.28077194174616	0.93048341217268	1.76292961841624	0.129017349969576	0	1.26643932619249	0.844846028821093	1.89841522858897	0.252768262218846	1.30481161012736	0.775452359978847	2.19553569734393	0.316290434871762
ASXL1	pLoF	breast	30186	322313	352499	0.24563203270198	0.106165515923379	1.27842906689206	1.03826540936746	1.57414555500815	0.0206857978850552	0	1.24003999287224	0.913009586147805	1.6842092429834	0.168409532867038	1.31233423547073	0.988205170385258	1.74277690220657	0.0603830650573388
SAMHD1	pLoF	breast	30186	322313	352499	0.263610316624184	0.263610511265233	1.3016208774429	0.776423786376361	2.1820775436341	0.317310865188976	0	1.21522411346003	0.611051574601165	2.41676759756098	0.5784082292242	1.42295401150118	0.650230457401768	3.11396997141307	0.37736419832615
RTEL1	pLoF	breast	30186	322313	352499	-0.0496626585775914	0.062065403910686	0.951550367718489	0.842561506284385	1.07463739507651	0.423614321750495	0	0.939703480358681	0.809278393732897	1.09114816092528	0.414637712117577	0.97527157997539	0.79095142429693	1.2025449673514	0.81477022835445
IGLL5	pLoF	breast	30186	322313	352499	0.544546366998268	0.257081475009842	1.72382622051975	1.0415145323255	2.85313046176751	0.0341593230629917	38.4615192339806	1.26223210330607	0.629728129130562	2.53002813264222	0.511554995986757	2.43303619979177	1.17114263026082	5.05460649842355	0.0171512899216191
CHEK2	pLoF	breast	30186	322313	352499	0.852164475749289	0.0619796134322786	2.34471644532564	2.07650598356305	2.64757012621127	5.15604294250213e-43	0	2.40980086441675	2.0899246154186	2.77863620692396	9.99863200886688e-34	2.17938351009389	1.72685575818829	2.75049752218579	5.36197874659891e-11
FLG	pLoF	brain	1898	565851	567749	0.162326475470924	0.0705384015856942	1.1762441935191	1.0243658608948	1.35064087510575	0.0213775211309461	52.6885728047769	1.28045417392158	1.07008943958421	1.532173695827	0.00693904196269695	1.03918448480663	0.836624129749762	1.29078800749606	0.728250716818369
IFIH1	pLoF	brain	1898	565851	567749	-0.055220082959654	0.121642907093479	0.946276865621391	0.74554797069588	1.20104935108932	0.649863126731062	0	0.994046960543204	0.701265429742725	1.40906612226372	0.973242660855174	0.906320104447886	0.653825722178653	1.25632275369855	0.554940472064041
DNMT3A	pLoF	brain	1898	565851	567749	0.646882088048477	0.303154817178921	1.90957764254553	1.05412344593133	3.45925971667202	0.0328563630383397	0	2.73722512973202	0.95563196148225	7.84025829275868	0.0607323504087151	1.61344334151108	0.785420108860008	3.31440382911105	0.192788174717539
MSH6	pLoF	brain	1898	565851	567749	0.464689007552127	0.354649766358348	1.59151916147633	0.794206511393892	3.18926274842653	0.190102549930537	0	1.99952814301884	0.703374890130089	5.6841847083636	0.193643088096865	1.32769268404526	0.523289466571567	3.36862860018267	0.550727806908567
TET2	pLoF	brain	1898	565851	567749	0.373294260271539	0.334502742941284	1.45251169343842	0.754033057857273	2.79800759076892	0.264435956222826	0	1.56694878987822	0.4534078580285	5.41527559927399	0.477797753057702	1.41040247740717	0.651481582821413	3.05340196980145	0.382879064877987
MICA	pLoF	brain	1898	565851	567749	0.0701444727851553	0.0477567358360213	1.07266314069171	0.976815967599769	1.17791503370472	0.141890571039549	12.3002677761961	1.12894786397474	0.988785302137056	1.28897878722358	0.0729328585708241	1.01948116234621	0.893248715600459	1.16355257189496	0.774816821608594
HLA-DPB1	pLoF	brain	1898	565851	567749	-0.00209706140168586	0.0469344461997196	0.997905135895351	0.910203675224017	1.09405695379249	0.964361860105663	0	1.01248921920251	0.888574035925833	1.15368486761284	0.852173724362866	0.983727733975239	0.864114029775508	1.11989878794523	0.804113080450719
CPVL	pLoF	brain	1898	565851	567749	0.408612872657509	0.408385672521523	1.50472908594374	0.67583363365605	3.35024702726975	0.317041348131423	0	1.65813930683641	0.580488283232796	4.73640216399217	0.345003682213186	1.31478916396968	0.381470949899869	4.53159158291304	0.664660853870593
ATM	pLoF	brain	1898	565851	567749	0.475096511987115	0.37740799979097	1.60816939762051	0.767505544777959	3.36962883074845	0.20808791332144	0	1.37232281733682	0.398023139793152	4.73155886354243	0.616243036489157	1.75629480959075	0.698112183816513	4.41844667619517	0.231503599025929
FAM111A	pLoF	brain	1898	565851	567749	0.178221789984939	0.187109895637713	1.19509035091418	0.828194816523317	1.7245229242605	0.340844510618903	32.4809705526891	1.40211702104493	0.895831936244609	2.19453232371379	0.139221385596655	0.863865291928633	0.456183413931646	1.63588420755421	0.653294134934548
HAL	pLoF	brain	1898	565851	567749	-0.330707653139964	0.444083131200602	0.7184151647609	0.300864706172428	1.7154566101304	0.456454535210239	0	1.07673373197358	0.218746317755056	5.30000020785696	0.92755699251843	0.604908690045784	0.214019894407016	1.70972200648329	0.343006877698954
BRCA2	pLoF	brain	1898	565851	567749	-0.392025710021884	0.497465219006951	0.675686741816389	0.254860326567916	1.79138345781247	0.430669524414319	0	0.618418264452259	0.12580576073454	3.03993352589891	0.554177186173086	0.712545108443308	0.207606911071517	2.44558588606708	0.590131746963903
PALB2	pLoF	brain	1898	565851	567749	0.585487369297775	0.576966381247233	1.79586602235178	0.579641216994413	5.56401904433356	0.3102161429306	0	2.08185387488691	0.419416763307839	10.3336726987246	0.369707867770668	1.55082087078548	0.314251365019702	7.65325354469991	0.590072367949424
NF1	pLoF	brain	1898	565851	567749	2.98881329085609	0.255599181164813	19.8620979670723	12.0353493818444	32.7786857811284	1.3782364203105e-31	50.1198254127821	8.61581264713694	2.44388812142916	30.3746423249337	0.000808238471893719	23.2343151921772	13.4591226596875	40.1091078593358	1.43150573873578e-29
BRCA1	pLoF	brain	1898	565851	567749	0.585687655871262	0.376836974405186	1.79622574622656	0.858216189596889	3.75945708146412	0.120131889258778	0	1.94583641082921	0.565570735577791	6.69461678182588	0.290995541873395	1.71808353930267	0.683802292509731	4.31676097076084	0.249580688954804
