Gene	Group	Cancer	N_case_meta	N_ctrl_meta	N_total_meta	ClinVar_Carrier_log_OR	ClinVar_Carrier_log_OR_SE	ClinVar_Carrier_OR	ClinVar_Carrier_OR_CI_LB	ClinVar_Carrier_OR_CI_UP	ClinVar_Carrier_P	I2	ClinVar_Carrier_UKB_OR	ClinVar_Carrier_UKB_CI_LB	ClinVar_Carrier_UKB_CI_UP	ClinVar_Carrier_UKB_P	ClinVar_Carrier_AoU_OR	ClinVar_Carrier_AoU_CI_LB	ClinVar_Carrier_AoU_CI_UP	ClinVar_Carrier_AoU_P
BRCA2	pLoF	bladder	5067	565851	570918	0.379546668322835	0.514197126296332	1.46162183974287	0.533518687801767	4.00424287144577	0.460432685777222	14.5346893063095	0.723470065682619	0.142515943268803	3.67263426065672	0.696155776113454	2.26926722831735	0.627842094530456	8.20202053729182	0.211313277747556
OCA2	pLoF	bladder	5067	565851	570918	1.1281811639395	0.622135031586332	3.09003112581899	0.912852386131144	10.4598426904462	0.069769778543173	0	4.58527522578982	0.798917060242971	26.3165601819139	0.0876086772084991	2.12453426177807	0.38718428697208	11.6576162342931	0.385636649418722
BRCA1	pLoF	bladder	5067	565851	570918	0.816605972412945	0.422349868724085	2.26280676108924	0.988877755483355	5.17788413141967	0.0531768182080675	0	1.96963102024574	0.668162974930768	5.80613787574243	0.219099582489963	2.75460191483457	0.760519386044833	9.97717066578888	0.122812603935965
ASXL1	pLoF	bladder	5067	565851	570918	0.651938457279366	0.433722461342016	1.91925762433844	0.820253412988504	4.49074611608213	0.132807180170679	0	2.32370534405773	0.627020980276667	8.611524487777	0.207106220069334	1.66999512016343	0.546358195680219	5.10449687296718	0.368339845204855
CHEK2	pLoF	bladder	5067	565851	570918	0.763827266950717	0.156018362744973	2.14647565511083	1.58096733184413	2.91426498522849	9.79303292824085e-07	0	1.97483199179676	1.35291295678394	2.88264028832625	0.000421434804814334	2.51211334823555	1.49409605159301	4.22376691756513	0.00051176969457719
FLG	pLoF	bone	780	565851	566631	-0.194989811883579	0.166771149309731	0.822843041234014	0.593418581386198	1.14096641349793	0.242320684268992	0	0.597002248856041	0.260693349884698	1.36716830443434	0.222394407240686	0.872967808238025	0.611665055241532	1.24589885868006	0.454120946642156
IFIH1	pLoF	bone	780	565851	566631	0.384320429798687	0.250743690758348	1.46861595460947	0.898410513245744	2.40072081786015	0.125344308566636	0	1.08982507592504	0.325045247267925	3.65401034501521	0.889171058416801	1.55779750058609	0.909782911583992	2.66737594423176	0.106223692320226
BRCA2	pLoF	bone	780	565851	566631	2.17510793879633	0.496314824901359	8.80313527073276	3.32792423573888	23.2863446116324	1.17316245865752e-05	41.1367910722875	19.901386352821	4.15915104663232	95.2274092293297	0.000180796806375995	5.27020584169594	1.52276291395145	18.2399172972843	0.00869475084227937
PALB2	pLoF	bone	780	565851	566631	2.59221347425496	0.577171482119656	13.3593093879671	4.31017349082354	41.40695211072	7.08109563975267e-06	40.1948465918516	27.7738756292314	5.69566245417343	135.434319304295	3.92146985291439e-05	6.2409618666193	1.24041944993231	31.4003501176329	0.0263291061993372
CHEK2	pLoF	bone	780	565851	566631	0.68252030559794	0.445666840717323	1.9788587815753	0.826156834414764	4.73987736262163	0.125656096543985	0	2.80670118678423	0.582893921704035	13.514588604504	0.198128191658131	1.69273861724867	0.591948932906153	4.84055949261964	0.32616914819574
FLG	pLoF	breast	30186	322313	352499	0.0192641642882206	0.0248775796835097	1.01945091557597	0.970935736274978	1.07039027449532	0.438718841652504	0	1.01950993169143	0.962011814809052	1.08044463157012	0.514161870852628	1.01930954909952	0.931718940903617	1.11513452316189	0.676531914405474
IFIH1	pLoF	breast	30186	322313	352499	0.0653259161199623	0.0466132300348177	1.06750688539648	0.974301635460846	1.16962848967186	0.161080800304214	0	1.04816841943897	0.941257113158437	1.16722308936672	0.391412671191191	1.11918983626269	0.941383028067617	1.33058048875696	0.202076504391555
DNMT3A	pLoF	breast	30186	322313	352499	0.244370558648991	0.206363072652801	1.27681737856082	0.852064005209159	1.91331004270594	0.236342708626883	0	1.09998030882593	0.570974150584234	2.11910938273954	0.775768110002433	1.39924372400389	0.836991069329546	2.33919222188665	0.200096547281887
MSH6	pLoF	breast	30186	322313	352499	0.595223957766562	0.326808799442765	1.81343703279286	0.955701628263768	3.44098385379853	0.0685579699024135	0	1.64690561538885	0.699793164295849	3.87585681653307	0.253249884167696	2.05006749570031	0.780451174431272	5.385060429936	0.145145408411517
MLH1	pLoF	breast	30186	322313	352499	0.460934071384195	0.378983951088451	1.58555431443337	0.754378669034309	3.33252063878801	0.223894886243222	72.7166770211239	0.846331420457808	0.316926522628164	2.26007235782695	0.739193892276468	3.66746849430199	1.17853407802124	11.4127587886816	0.0248596381411112
ATM	pLoF	breast	30186	322313	352499	0.889393623938557	0.127532407481313	2.43365349456111	1.89540909862331	3.12474459254801	3.08352895625864e-12	80.6175405307583	3.04348831650724	2.21939947627022	4.17357092842186	4.90161449592509e-12	1.67217848865567	1.11078094563367	2.51731082434768	0.0137642414581932
BRCA2	pLoF	breast	30186	322313	352499	2.02670686527787	0.123453586802981	7.58905338771069	5.95804425077041	9.66654977664456	1.45131384050936e-60	49.5287631592916	6.36981622010842	4.51784874960967	8.98094666880155	4.38812323574724e-26	9.01713616113472	6.41261147107212	12.6795058324108	1.19081425219863e-36
OCA2	pLoF	breast	30186	322313	352499	-0.537351990910248	0.603530803611659	0.584293419949319	0.179021274267056	1.90702921758219	0.3732794576663	0	0.636556616263235	0.118465603224217	3.42043863096343	0.598542303432827	0.537247921662215	0.101701065950224	2.83807575302737	0.46440322064362
PALB2	pLoF	breast	30186	322313	352499	1.23497668852251	0.196937377046485	3.43829836795586	2.33727687318261	5.0579782835015	3.58942637874268e-10	0	3.29615344895	2.00910504366008	5.40769512938577	2.33412088503084e-06	3.67087964617773	1.98182423133348	6.79947149887001	3.55134113384866e-05
NF1	pLoF	breast	30186	322313	352499	1.70173359981329	0.259048032604882	5.48344525627282	3.3002848589527	9.11078078517215	5.05925123399132e-11	0	5.26606919631188	2.27232415041223	12.2040179766227	0.000107045810418929	5.61238797588046	2.96793160677066	10.6130810831186	1.11690712046457e-07
BRCA1	pLoF	breast	30186	322313	352499	2.22533959573886	0.137606924714153	9.25662578087733	7.06840589027014	12.1222694589668	7.98479017880654e-59	89.2982386157104	5.85328097299314	3.92798253323749	8.72226336520018	3.8702202789556e-18	13.6179201529008	9.44339098555533	19.6378344997517	2.02215287906228e-44
PPM1D	pLoF	breast	30186	322313	352499	0.957203131528658	0.265755626819022	2.60440210734613	1.54702181700534	4.38449559158711	0.000316000800458444	0	1.55760739478944	0.366771952506685	6.61484821759515	0.54810985119488	2.81181185262064	1.60879325656614	4.91442008615413	0.000284452501602013
TP53	pLoF	breast	30186	322313	352499	1.95606749551862	0.938265618544663	7.07146375186818	1.1242326063796	44.4797627379089	0.0370902332545999	99.9999999999986	Inf	Inf	Inf	0	5.67449687348644	0.902140579917023	35.6927905517442	0.0642842905183617
ASXL1	pLoF	breast	30186	322313	352499	0.379801688039015	0.380293229995429	1.46199462966197	0.693808463114249	3.08071810996124	0.317936422920656	0	1.7880689926901	0.60614417522458	5.27463737721346	0.292384009835838	1.2187526139004	0.43577967199511	3.40850670497939	0.706165478339849
SAMHD1	pLoF	breast	30186	322313	352499	0.215191178631146	0.387945518969738	1.2400989547258	0.579744339541838	2.65262687812935	0.579103757022588	0	1.00548889031414	0.323913585927867	3.12122724228773	0.992443128382919	1.47281795393404	0.528016582674537	4.1081905315226	0.459443011399201
CHEK2	pLoF	breast	30186	322313	352499	0.916167284929074	0.068526092882765	2.49969140168545	2.18553054379189	2.8590115665092	9.10141621852669e-41	0	2.54283540948446	2.17130263175305	2.9779413634789	5.16441332303662e-31	2.39048335965761	1.8520484727533	3.08545417513005	2.18498163355558e-11
FLG	pLoF	brain	1898	565851	567749	0.0593763977049346	0.0924559394542696	1.06117458925844	0.885295391656221	1.27199522272574	0.520734953309484	0	1.07040029572915	0.838789238233269	1.36596506115213	0.584470511236666	1.04990162095552	0.800805391621395	1.37648100926645	0.724534168099442
IFIH1	pLoF	brain	1898	565851	567749	0.0180306835540136	0.187001752111559	1.01819421772777	0.705755784504565	1.46894929914323	0.923187116230824	61.6755103404601	1.21884190668765	0.795588398123529	1.86726653757376	0.363198017005066	0.61308117954956	0.299501362161185	1.25498104584779	0.180708295980155
ATM	pLoF	brain	1898	565851	567749	1.00760146519069	0.408900323777937	2.7390234867785	1.22896402368422	6.10453155384793	0.0137329502134309	0	1.87324327188354	0.378551372555111	9.2696542928162	0.441698570365927	3.11131804012787	1.23232547278734	7.85531108508993	0.0163031274831487
PALB2	pLoF	brain	1898	565851	567749	1.43168162582608	0.58224278212219	4.18573211211656	1.33710488439471	13.1032004436473	0.0139360197805919	0	4.0243984510956	0.802522362113231	20.1810985684353	0.0905426694337524	4.35416920780247	0.86568920166794	21.9002263787592	0.0742667301299863
NF1	pLoF	brain	1898	565851	567749	3.48884676111872	0.312632075180668	32.7481594701971	17.744917792115	60.4365690080572	6.42850952305807e-29	1.95650444915655	14.7662771124726	2.79983866638014	77.876965691111	0.00150595580623994	37.1144270152801	19.1992568074455	71.7465632387586	6.16184195018401e-27
CHEK2	pLoF	brain	1898	565851	567749	0.660604025991171	0.278980797283521	1.93596135228258	1.12054111938257	3.34476467904806	0.0178884352419177	26.6444275609827	1.32660478047	0.574083966016541	3.06554502083959	0.508401462110361	2.56332678804792	1.24544323124117	5.27574766758012	0.0105896622722449
FLG	pLoF	cervix	8265	322313	330578	0.00275066271635134	0.04484242786251	1.00275444926008	0.918384729470751	1.09487500526097	0.951087934701816	24.5884007718894	0.97454835901932	0.881443417156376	1.07748777242131	0.614808884461585	1.10098745768728	0.91803029340461	1.32040673460702	0.299462273486828
IFIH1	pLoF	cervix	8265	322313	330578	0.0479156428028608	0.0861547623229157	1.04908215396158	0.886083057471169	1.24206569178926	0.578102987090197	35.7517998544828	0.994549512723361	0.823655004063575	1.20090174694298	0.954691785484206	1.30257388980773	0.891109314636364	1.90402985418374	0.172331095902404
DNMT3A	pLoF	cervix	8265	322313	330578	-0.191707680520003	0.585937376452256	0.82554815703127	0.261813244782369	2.60311414017363	0.743530856651155	0	0.637652050972231	0.124900466901011	3.25539325990944	0.588536658417918	1.06467998891127	0.211119479960037	5.36920363295078	0.939482570125839
MSH6	pLoF	cervix	8265	322313	330578	1.31153806462566	0.43372361091921	3.71187843288341	1.58638113742889	8.68520255027466	0.00249536553286365	0	2.65210648520167	0.865814064624654	8.12376363035634	0.0876932462831479	5.86780235463814	1.58876351755911	21.6716358932983	0.00794352066444475
MLH1	pLoF	cervix	8265	322313	330578	1.23578539162845	0.436825677495623	3.44108005515314	1.46173311416776	8.10067982397353	0.00466918452780497	72.9302440076299	1.75016925778563	0.583027501919404	5.25377005512395	0.318287568299626	9.76139355009342	2.49263826150488	38.2264869762045	0.00107048573322701
ATM	pLoF	cervix	8265	322313	330578	0.48195954713976	0.273476370121797	1.61924428091443	0.947390146684595	2.76755257635899	0.0780111278839303	0	1.42349152838719	0.680893894884917	2.97598222955516	0.348001072020168	1.87058348932248	0.857136783435398	4.08229194936841	0.115764462117317
BRCA2	pLoF	cervix	8265	322313	330578	0.970527758611482	0.304678879194523	2.63933702469604	1.45261899192534	4.79554512825026	0.00144548057087304	0	3.05498014471985	1.54951757639624	6.0231028203877	0.00126225664414868	1.60013033548546	0.455824895456564	5.61710673563854	0.46312211251976
OCA2	pLoF	cervix	8265	322313	330578	0.859318264414595	0.52493968341388	2.3615501919974	0.84404910134236	6.60733990528932	0.101633652861245	0	2.89781927921729	0.768853807461498	10.9219158356368	0.116025660594697	1.73443543152403	0.340018409205946	8.84736292117603	0.507723780847834
PALB2	pLoF	cervix	8265	322313	330578	1.21773834746505	0.33410850778713	3.37953574822503	1.75575279026972	6.50505124458686	0.000267663176470189	0	3.02565728991733	1.33047275583188	6.88071363799246	0.00826314649839211	4.097560427217	1.38554597877894	12.1179677266947	0.0107905878055311
BRCA1	pLoF	cervix	8265	322313	330578	0.925858187876053	0.419269591783387	2.52403342605078	1.10971684497816	5.74087413798521	0.0272258350856845	68.1395940361653	0.703328737105629	0.137099794139857	3.60811127064114	0.67313520149167	3.88705517166533	1.50251641747301	10.0559286619852	0.00511827358742283
ASXL1	pLoF	cervix	8265	322313	330578	1.2918061525669	0.615644776344475	3.63935385149921	1.08889624470794	12.1635982498724	0.035878836317499	0	3.20830465048516	0.564686488466365	18.2282008522642	0.18844030762162	4.09315220931992	0.764957377236082	21.901736629033	0.0995855308597751
SAMHD1	pLoF	cervix	8265	322313	330578	1.2791860077352	0.439061738841182	3.59371327986708	1.51989432986659	8.497153311327	0.003574549438363	0	4.02055514213665	1.46608390817355	11.0258789151432	0.00686596577337366	2.66270624469892	0.511922930197474	13.8497498887648	0.244392249652024
CHEK2	pLoF	cervix	8265	322313	330578	0.357211277290039	0.153418676447196	1.42933782457679	1.05814375330759	1.93074580876162	0.0198939060580768	0	1.44527918149846	1.03845214858085	2.01148595563836	0.0289862409567458	1.35532025200383	0.657198437122997	2.79503553528376	0.410343110081538
FLG	pLoF	colorectal	11737	565851	577588	0.00997661666500747	0.0376200920873827	1.01002654901889	0.938232578778583	1.08731422548881	0.790860140384962	0	1.005361318637	0.924600729468373	1.09317605837569	0.900406428296425	1.02628975072708	0.878449426124044	1.19901114523436	0.74368051155484
IFIH1	pLoF	colorectal	11737	565851	577588	-0.0276638076446287	0.0738187413598833	0.972715331295019	0.841687998007955	1.1241399639483	0.70784404196447	0	0.939513261282094	0.797844068399178	1.10633794633075	0.454353006918411	1.10302520398228	0.808216565301193	1.50536954184643	0.536574023098378
DNMT3A	pLoF	colorectal	11737	565851	577588	-0.0725190263019118	0.386177230649526	0.930048051116925	0.436305544896966	1.98253125018308	0.851043702708995	0	0.632282087774681	0.178355592610124	2.24148081184428	0.477733061558897	1.15301625785174	0.448416637505028	2.96475728079009	0.767621644334774
MSH6	pLoF	colorectal	11737	565851	577588	2.32285749636845	0.210168070117429	10.2047928416909	6.75941027104282	15.4063435663834	2.13477661982459e-28	0	9.89792158046149	6.12400934766753	15.9975019715277	8.12196701514962e-21	11.112095391893	4.98354265746255	24.7772864577829	3.96499407053169e-09
MLH1	pLoF	colorectal	11737	565851	577588	2.67541708915752	0.223872740442942	14.5184040458432	9.36177192471552	22.515401756571	6.44459992106972e-33	92.9844914455023	7.58095837106718	4.35873693001355	13.1852256161913	7.3147961800414e-13	43.5920611441792	21.2199897310773	89.5508347968174	8.96186595250731e-25
ATM	pLoF	colorectal	11737	565851	577588	1.06626376846265	0.188099464119078	2.90450729033957	2.00891664318671	4.19935920599155	1.43954983410971e-08	81.4367490862491	3.5853887852407	2.38105704063177	5.39886803296361	9.71404014016611e-10	1.17497613580301	0.502947035722398	2.744958855804	0.709549645285788
BRCA2	pLoF	colorectal	11737	565851	577588	0.623411670597496	0.286729372970817	1.86528092279612	1.06335863898604	3.2719656317127	0.0296888963220496	0	1.69833496542624	0.844570950971469	3.41515612332111	0.137275557210089	2.21530617514711	0.860103154485703	5.70580566301886	0.0994015334241304
OCA2	pLoF	colorectal	11737	565851	577588	0.586526858690082	0.523994545049007	1.79773377661921	0.643725054721983	5.02053898304977	0.262996090164788	0	2.46523772322867	0.656722838937704	9.25412772587645	0.181248879534724	1.11328959701121	0.21822227785091	5.67959302331245	0.897295229612706
PALB2	pLoF	colorectal	11737	565851	577588	0.391661053704461	0.420577881406603	1.4794361769988	0.648783345280499	3.37359369307874	0.351726839558703	0	1.05877879071469	0.360628803596684	3.10849415378635	0.917217020402041	2.37448355120867	0.659664507655145	8.54702969393041	0.185722697557254
NF1	pLoF	colorectal	11737	565851	577588	1.07565695359019	0.474279710905129	2.93191840230233	1.15729548161586	7.4277880232944	0.0233304186524582	0	2.6620076200401	0.697840413424731	10.1545918419582	0.15177307343083	3.20766857263665	0.881522774778778	11.6720043613881	0.0769587242575301
BRCA1	pLoF	colorectal	11737	565851	577588	0.74751355853387	0.302078223426628	2.11174275862823	1.16818483391831	3.81742456256767	0.0133396863031779	0	2.26977156204118	1.16132232569498	4.43620416990414	0.0165121398326956	1.63354522613566	0.461505641060926	5.78209618347506	0.446683947236196
PPM1D	pLoF	colorectal	11737	565851	577588	0.558996278306046	0.43337723171072	1.74891619389741	0.747958721592904	4.08940729611733	0.197099012928542	0	2.61724106318816	0.663272031349582	10.327513386778	0.169522024239007	1.36188086344913	0.461899940350311	4.0154139981536	0.575571297579536
ASXL1	pLoF	colorectal	11737	565851	577588	0.594580844602676	0.373936012110293	1.81227116249865	0.870819748196467	3.77153454917195	0.111821191258277	0	1.89448647883428	0.704762329823261	5.09260904933153	0.205353770864911	1.7168654787533	0.576236702293513	5.11530601990947	0.331874802187036
SAMHD1	pLoF	colorectal	11737	565851	577588	1.17015409386481	0.472167928227973	3.22248916608151	1.27726613260511	8.13020572645464	0.0132025522712773	54.7613534272755	1.12880931648327	0.213786817782829	5.96019196222756	0.886512064831674	5.15492565578053	1.6928412701151	15.6974306958014	0.00389550030696639
CHEK2	pLoF	colorectal	11737	565851	577588	0.143595859687134	0.140712555430049	1.15441746760053	0.876169528461568	1.52102948825579	0.307495779167649	0	1.09659314329467	0.79946149074833	1.504158156255	0.567411095322041	1.36035698053198	0.773307413164057	2.39306009871327	0.285568904946142
FLG	pLoF	endometrium	3501	322313	325814	0.0383328540133985	0.0690779054609568	1.03907703628604	0.90750395673185	1.18972603846839	0.578947968107054	42.8689260393174	0.974869635771802	0.826499710726432	1.14987433681561	0.762547692240395	1.1844501576856	0.934929374584657	1.500564870651	0.160765302405744
IFIH1	pLoF	endometrium	3501	322313	325814	0.0715599189538441	0.129210249085699	1.07418251266544	0.833861868460775	1.38376404313362	0.579698337710803	0	1.08552905100358	0.809959832628863	1.45485402251135	0.582815226493738	1.04121657160993	0.628778438136067	1.72418754085924	0.875280648569987
DNMT3A	pLoF	endometrium	3501	322313	325814	0.127101423114471	0.587494867486861	1.13553218115167	0.359023526842145	3.59150094082275	0.828719038898803	0	1.28642649638588	0.251569578747216	6.57827205834986	0.762270136271568	1.00339933904347	0.197588191748489	5.09549798843464	0.996734117087064
MSH6	pLoF	endometrium	3501	322313	325814	3.52541056372701	0.249863666773652	33.967716666149	20.8152684144568	55.4307421138235	3.32693208315941e-45	5.44766175783483	40.5210429063201	22.3716868888381	73.3943276774116	2.61632170387962e-34	23.3622203331548	9.83414311530395	55.4998368943304	9.48124606751406e-13
MLH1	pLoF	endometrium	3501	322313	325814	3.0105967419327	0.350633518609729	20.2995098803815	10.2100004238019	40.3594597727025	8.99216241564033e-18	82.8009550045358	9.68622405049723	3.88639765282282	24.1413629632789	1.09691804080378e-06	53.3419780331952	18.7873397180253	151.451278531144	8.07877404937655e-14
ATM	pLoF	endometrium	3501	322313	325814	0.16873990072051	0.452429372840301	1.18381219017937	0.487724112811614	2.87336890837416	0.709175184920102	0	1.13626369419703	0.323502859552974	3.99098537964812	0.842029775441514	1.23299058256629	0.352617612391165	4.31137221532399	0.742969013399336
BRCA2	pLoF	endometrium	3501	322313	325814	1.23916247088891	0.420683594963771	3.45272049952965	1.51382229840818	7.87495260203779	0.00322336680570438	0	2.39203510156548	0.671084880185364	8.52624175579832	0.178657954159017	4.50797495076334	1.52563774245829	13.3202251040046	0.00644731588060223
BRCA1	pLoF	endometrium	3501	322313	325814	1.60771924933794	0.394710213945616	4.9914140647976	2.30274397782895	10.819359254062	4.63788352586814e-05	0	5.05624727888836	1.91150489678617	13.3746121122942	0.00109309172873784	4.88176797983001	1.36254982467229	17.4904859825037	0.0148881413368672
PPM1D	pLoF	endometrium	3501	322313	325814	1.61560936055309	0.484927893627249	5.03095265370269	1.94481752258115	13.0143236113002	0.000863331795706214	0	7.0396280241806	1.14689731829145	43.2090666953984	0.0350299090847784	4.43081236615046	1.45183735501337	13.5222434911457	0.00892567887875119
SAMHD1	pLoF	endometrium	3501	322313	325814	1.69016223276951	0.531297454436598	5.42035999381808	1.91331694633988	15.3556902941706	0.00146667510051377	0	3.58328634136968	0.665526023958994	19.2929210008438	0.137303460678337	7.00528021085091	1.86149303255836	26.3626830582838	0.00399038301651626
CHEK2	pLoF	endometrium	3501	322313	325814	0.615237404175796	0.204135683186857	1.85009576788699	1.24003402303264	2.76029067491421	0.00257942500641817	0	1.91449077774896	1.20176964520436	3.04989808380671	0.00626529265641787	1.67990756921438	0.768519176211551	3.67211323862519	0.193569321476825
FLG	pLoF	esophagus	1669	565851	567520	0.0192802908036427	0.0970147045026324	1.01946735589945	0.842935331725403	1.23296966045692	0.842469451330006	0	1.05235489144225	0.85310978353552	1.29813400211265	0.633712685102753	0.881617838672739	0.562714673692713	1.38125065828732	0.582309401870988
IFIH1	pLoF	esophagus	1669	565851	567520	0.120701617888049	0.175738897389017	1.1282882011192	0.7995227501209	1.59224270302789	0.492193911352045	0	1.06696738735613	0.720491562331761	1.58005931672155	0.746266501416291	1.3597636154486	0.663515415974156	2.7866075834625	0.40121600615874
CHEK2	pLoF	esophagus	1669	565851	567520	0.474146922733044	0.303838776686226	1.60664302207141	0.88570960944359	2.91438838739973	0.118636709431854	0	1.71020387849812	0.900228892628507	3.24894849518784	0.101224873565997	1.09050661538123	0.220540701056326	5.39222317011908	0.915386522556435
FLG	pLoF	HL	1120	565851	566971	-0.0386067133178582	0.126026440549348	0.96212902728068	0.751552660873906	1.23170645694963	0.759347154732143	0	0.871978465897799	0.609626163686588	1.24723394480224	0.453158054038833	1.05217618942845	0.74792396308796	1.4801969026763	0.770239446124507
IFIH1	pLoF	HL	1120	565851	566971	0.159187903710717	0.224502463633794	1.17255825402875	0.755157577604101	1.8206701486769	0.478281199475609	23.0385880716207	1.40205668458889	0.819721435701868	2.3980865464586	0.217185761378871	0.812873250741686	0.376972154622105	1.75281625889248	0.597184802895474
ATM	pLoF	HL	1120	565851	566971	1.07482508605831	0.496491091449216	2.92948044874513	1.10707392178014	7.75183619697282	0.0303997380000931	0	3.3387663367405	0.682956642600359	16.3222084039009	0.136486781562395	2.70748095361564	0.789880414732807	9.28045939292105	0.113038045386899
CHEK2	pLoF	HL	1120	565851	566971	0.697503550261605	0.354038568204281	2.00873174494867	1.00360719777773	4.02050048275778	0.0488229731871332	0	2.44470259086214	1.05812209398644	5.64828084748851	0.0364215379772707	1.30628651338596	0.378206280084752	4.51178244494421	0.672666447901853
FLG	pLoF	kidney	4033	565851	569884	-0.0627674000693153	0.067391465363379	0.939161897277701	0.822956244934625	1.0717763851082	0.35165444645519	0	0.987177995830396	0.831686817443512	1.17173962002579	0.882679848753183	0.873114656544975	0.709667886940163	1.07420557912032	0.19946295286287
IFIH1	pLoF	kidney	4033	565851	569884	0.10827203995094	0.120526613412604	1.11435085210717	0.879892285787097	1.41128390559891	0.36901244093389	0	1.12929488458689	0.83530276078998	1.52676011168453	0.429352071343759	1.09101893945324	0.746063462623543	1.59547060790229	0.65325881866868
DNMT3A	pLoF	kidney	4033	565851	569884	0.364528260623667	0.454973523916363	1.43983462122879	0.590253330698563	3.51226097112495	0.42301145248257	0	1.70845557408509	0.337745946229008	8.64205916077316	0.517266043092727	1.33683332177766	0.459549870309494	3.88885613004636	0.59413656004698
MSH6	pLoF	kidney	4033	565851	569884	1.01589229399536	0.593955854954774	2.76182665958037	0.862224337271789	8.8465219176068	0.0871949801571144	0	2.33210382715039	0.45483145111883	11.9576345198445	0.309953594496663	3.28694276432042	0.626026842827774	17.2580343154561	0.15960296984163
POT1	pLoF	kidney	4033	565851	569884	2.0489585242681	0.439690224618372	7.75981523716588	3.27782967738201	18.3703054891629	3.16202125131756e-06	0	6.09289518799452	1.67734915587938	22.1321670814711	0.00603542230602734	9.43024323985498	2.96163855805665	30.0271237760977	0.000146254138551496
ATM	pLoF	kidney	4033	565851	569884	0.928936065627464	0.306412527701392	2.53181406015456	1.38871456642518	4.61583869729049	0.00243219658273092	50.3685862368533	3.64616251060509	1.66511867271948	7.98411625042278	0.00121625170727152	1.50724963951695	0.591944394382363	3.83786297730614	0.389573319846744
BRCA1	pLoF	kidney	4033	565851	569884	0.35247888958952	0.583773166801638	1.42258962398073	0.453075956807803	4.46671514532855	0.545980433496215	0	1.39424853398052	0.277076663403745	7.01585240209932	0.686843114852047	1.45167301245289	0.287167302183482	7.3384209102524	0.652119545823395
