Cancer,Gene,Group,N_cases,Count_min,Count_Q1,Count_median,Count_Q3,Count_max,EnrlAge_coef,EnrlAge_se,EnrlAge_p,PrevalentCase_coef,PrevalentCase_se,PrevalentCase_p
prostate,DNMT3A,missense,6991,0,0,0,0,2,0.000792231359738095,0.000235959738986044,0.000790750179145091,-0.000244928990195648,0.00546372067480905,0.964245495084436
cervix,DNMT3A,pLoF,2003,0,0,0,0,1,0.000195260021561363,8.01788675496168e-05,0.0149660846222447,0.00160207015283376,0.00321580664037931,0.618407658733281
cervix,DNMT3A,missense,2003,0,0,0,0,1,0.000382518821391675,0.000227701965010995,0.0931309924293049,0.00516982378651638,0.0091326494560009,0.571401895723288
endometrium,DNMT3A,pLoF,1186,0,0,0,0,1,0.000138133319050614,0.000215610247574948,0.52186630409433,0.00758406980371806,0.00615807239149936,0.218356174398823
endometrium,DNMT3A,missense,1186,0,0,0,0,2,0.000522133106959689,0.000386427814061614,0.176896476166059,-0.00507913061639696,0.0110368151785229,0.64545800496428
esophagus,DNMT3A,pLoF,389,0,0,0,0,1,0.00101605789277498,0.00063282062615501,0.109179201731712,0.00216828570880803,0.0177904660272122,0.903058205000403
esophagus,DNMT3A,missense,389,0,0,0,0,1,-0.00013404070168405,0.000677610607331058,0.843294910706417,-0.0104804175854709,0.0190496453357525,0.58252551627287
eye,DNMT3A,pLoF,277,0,0,0,0,1,4.93565819448794e-05,0.000467405284992992,0.915979392350304,0.0118774520461902,0.0218110239682612,0.586497792554639
eye,DNMT3A,missense,277,0,0,0,0,1,0.000101512841673208,0.00060070746057353,0.865930123820294,-0.0241831529547284,0.0280314434627735,0.389048527430995
HL,DNMT3A,pLoF,597,0,0,0,0,1,0.000188737765214566,0.000185288850007261,0.308801078533704,0.00491428877112771,0.0098057600643268,0.616441745615354
HL,DNMT3A,missense,597,0,0,0,0,1,0.000274001017943121,0.000352626693242937,0.437451235354385,0.00036557058213136,0.0186615262930377,0.984377392052517
kidney,DNMT3A,pLoF,1957,0,0,0,0,1,0.000399231459011859,0.000174944127992351,0.0225933876804366,0.00881700202878037,0.00604815127150477,0.145056049548489
kidney,DNMT3A,missense,1957,0,0,0,0,2,0.000708005418177115,0.000298288092849819,0.0177136075523458,-0.00555157951551216,0.0103123867531195,0.59040303875239
liver,DNMT3A,pLoF,1098,0,0,0,0,1,0.000544613226277101,0.000234185705679062,0.0202239189043728,-0.00118382586592625,0.00603724876227125,0.844578471490978
liver,DNMT3A,missense,1098,0,0,0,0,2,0.000982987435064999,0.00043473875567493,0.0239487041824504,0.00969259709360772,0.011207456095577,0.387318933555746
lung,DNMT3A,pLoF,2949,0,0,0,0,1,0.000543788903820605,0.000181623839189244,0.00277600010621554,0.00491800622979953,0.00480437356379018,0.306083758905682
lung,DNMT3A,missense,2949,0,0,0,0,1,0.000638743853611609,0.000278932107755483,0.0220939128597065,0.00979199041229844,0.00737840390652904,0.18457349086515
non_melanoma,DNMT3A,pLoF,15172,0,0,0,0,2,0.000386638461037628,7.57236173394816e-05,3.33180901536706e-07,0.000209245961136178,0.0022317162890344,0.92530095924871
non_melanoma,DNMT3A,missense,15172,0,0,0,0,3,0.000676531734114779,0.000120032662584481,1.76906382284033e-08,0.00424431282081991,0.00353758652475636,0.230244931083976
melanoma,DNMT3A,pLoF,3582,0,0,0,0,1,0.000339625517705337,0.000125214138586127,0.0067125968804959,0.000329580479358847,0.00474566286969348,0.944636284490007
melanoma,DNMT3A,missense,3582,0,0,0,0,1,0.000691312275487124,0.000210298950805009,0.00102135648142582,0.00404422891266487,0.00797040920170814,0.611901639945053
myeloma,DNMT3A,pLoF,1265,0,0,0,0,1,0.000566861305217086,0.000245996431798478,0.0213648859371176,0.0063346720457948,0.00792714025611352,0.424375903671101
myeloma,DNMT3A,missense,1265,0,0,0,0,1,0.000113344147516703,0.000364102136570158,0.755625750289537,0.0176545532976528,0.0117330510976952,0.132655140565007
ovary,DNMT3A,pLoF,1237,0,0,0,0,1,0.000611778350916486,0.000222255152633108,0.00599916593492902,0.0104445328954364,0.00911501452551327,0.25207513649181
ovary,DNMT3A,missense,1237,0,0,0,0,1,0.000601693462927435,0.000268492101082479,0.0252027056263201,-6.68742409399369e-05,0.0110112605820767,0.995155251581151
pancreas,DNMT3A,pLoF,932,0,0,0,0,1,-0.000114210621679106,0.00023212936393216,0.622826523378845,0.00374744457282821,0.00672238774557722,0.577349269122243
pancreas,DNMT3A,missense,932,0,0,0,0,1,0.000447121464114212,0.00031498868596586,0.156093347254651,0.00592033789362193,0.00912196564305066,0.516485877365046
stomach,DNMT3A,pLoF,509,0,0,0,0,1,0.000847550818239444,0.000440540587365275,0.0549292083172722,0.00310137350252684,0.0144962992000986,0.830678131716638
stomach,DNMT3A,missense,509,0,0,0,0,1,0.00030911255551285,0.000538866640565629,0.566469951707102,0.0142322935281451,0.0177317874325944,0.422557983036291
testis,DNMT3A,pLoF,304,0,0,0,0,1,0.000181043656764114,0.000195535600493898,0.355247014235541,0.00264027601815478,0.0118279220423421,0.823512590904345
testis,DNMT3A,missense,304,0,0,0,0,1,0.00034264440500682,0.00050950913875927,0.501781965659408,-0.0607483989270264,0.0308201389306271,0.0496326707456626
thyroid,DNMT3A,pLoF,2586,0,0,0,0,1,0.000499547137748445,0.000128603558711092,0.000105160455032748,-0.00703016370102412,0.00561989901351314,0.211069193315003
thyroid,DNMT3A,missense,2586,0,0,0,0,2,0.000792617235786566,0.000211551019240566,0.000183101512449694,1.85709053068067e-05,0.00924465369584845,0.998397344553725
